"","nnd_to_prev","lek_id","date_prev","date_now","period"
"222",9.22813031450597,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"223",7.83547929195527,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"224",2.83286582038511,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"225",2.76382751374494,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"226",1.33484818684743,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"227",7.16487360550288,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"228",1.33000487532048,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"229",5.08055075148607,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"230",0.532392237158963,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"231",8.38794247602223,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"232",4.6594556802088,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"233",3.66401818288282,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"234",7.31177511616939,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"235",4.35403672633313,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"236",9.70994259281411,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"237",0.561105322857531,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"238",5.10330571048439,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"239",11.7438697704426,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"240",0.375610619824091,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"241",4.17697808032612,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"242",8.41701455821065,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"243",3.50163096864308,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"244",12.1038552969255,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"245",9.28127283969044,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"246",7.50047497280375,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"247",6.40432469593174,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"248",6.88087370644006,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"249",5.94147741447124,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"250",8.9534084539655,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
"251",10.137175490382,"TalChhapar_TC",2014-02-01,2015-11-01,"2014-2015"
